word;context;year;file_path;original_token;target_position;context_length;signature;hash
moor;stede : de commifiaricten van de huwelijkxfaken : de ouderlingen en diaconen : de mefirs. van de schepen en zeevaert: de burgers en ambachtsgefellen :de mooren cittijs, patwas en andere swarten alle in den rou in dier voegen eiog men uyt het huys van den ed. heer gouverneur voor by de;1688;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1688/09/14/DDD_ddd_011225668_mpeg21/DDD_011225668_0001_articletext.xml;mooren;25;51;stede commifiaricten huwelijkxfaken ouderlingen diaconen mefirs schepen zeevaert burgers ambachtsgefellen mooren cittijs patwas andere swarten alle den rou dier voegen eiog men uyt huys den heer gouverneur;774d3b3c9311940a90189945e66fb41f
moor;, naay , hek sv jc ar:mo nTM ? lakencn en dat bv cavclingc gelyk op den verkoop-dag genen fal konnen werden. lftck sx. dc mooren , grrmofynen , lcytfe;1688;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1688/09/14/DDD_ddd_010759002_mpeg21/DDD_010759002_0007_articletext.xml;mooren;25;30;naay hek armo ntm lakencn cavclingc gelyk den verkoopdag genen fal konnen werden lftck mooren grrmofynen lcytfe;f92a980b66a9f4b27e48c14e730819c0
moor;"admirael, maibtola n3yatot hetinnalen van de verdachte vervacrdiet ztjn, hoort men echter niets van de; felve? mytlpperi.. peviil volgens de laetqe brieven van oran de mooren haer daer otmrenrblji ven onthouden, cn eenig gebreck aen ne cn andere in de pjjaej : vcelt te werden heeft me aen de paleyen te cartagenabfjaft";1688;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1688/09/28/DDD_ddd_011225678_mpeg21/DDD_011225678_0003_articletext.xml;mooren;25;51;admirael maibtola n3yatot hetinnalen verdachte vervacrdiet ztjn hoort men echter niets felve mytlpperi peviil volgens laetqe brieven oran mooren haer daer otmrenrblji ven onthouden eenig gebreck aen andere pjjaej vcelt werden heeft aen paleyen cartagenabfjaft;76f159031b244718ef2bd63e4fa5c353
moor;jan doncker. den 19. arriveerde daer 5. engelfe scheepen uyt de ftraet, de engelfe quamen in 3 dagen van genua rapporteerende dat het ctuyt-huys der mooren tot algiers per ongeluck gcfprongen was,en de franfle vloot in zee. den 21 waren van daer vertrocken 2engelfejschepennaerde straet. den 24. de rcbecca met noch eenander;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/07/27/DDD_ddd_010758992_mpeg21/DDD_010758992_0006_articletext.xml;mooren;25;51;jan doncker den arriveerde daer engelfe scheepen uyt ftraet engelfe quamen dagen genua rapporteerende ctuythuys der mooren algiers per ongeluck gcfprongen wasen franfle vloot zee den waren daer vertrocken 2engelfejschepennaerde straet den rcbecca noch eenander;d3da90d74da89d1fa809125b20d78026
moor;raed - van de cruzada is gemaeckt. meni egt hier. dat den graef van - moncloa, gouverneur en capiteyp generael in oran, eenuyt-3 val de mooren heeft gedaen , ende oockeenige van delelve - gevangen bekomen. jmen verwacht met verianeen den key: ferliickcn ambafladeur, die in kort alhier ftaet te komen.;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/01/30/DDD_ddd_011224807_mpeg21/DDD_011224807_0002_articletext.xml;mooren;25;51;raed cruzada gemaeckt meni egt hier den graef moncloa gouverneur capiteyp generael oran eenuyt3 val mooren heeft gedaen ende oockeenige delelve gevangen bekomen jmen verwacht verianeen den key ferliickcn ambafladeur die kort alhier ftaet komen;62ffe9ec26d1532c0611c39276ac78d3
moor;hondert- intreft van den eerlteq january defes taers. onlangs arriveerde hier een expreflen, by den gouverneur van tanger atgefonden, mede brengende favorabelder tydineen, raeckende de mooren, als de voorgaende zijn geweelt.en dat den atr.lafladeur, die hier gewceft is , wederom herftelt was in de puntte ran den keyier, fijn mcefter, die;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/01/21/DDD_ddd_011224803_mpeg21/DDD_011224803_0003_articletext.xml;mooren,;25;51;hondert intreft den eerlteq january defes taers onlangs arriveerde hier expreflen den gouverneur tanger atgefonden mede brengende favorabelder tydineen raeckende mooren als voorgaende zijn geweelten den atrlafladeur die hier gewceft wederom herftelt was puntte ran den keyier fijn mcefter die;1e7b4a1794c52bccb2ba1ef7d318abe5
moor;gekomen, scheepje,de propheet jonas genaemr.is alhier gearriveert.manquerende 45 dagen van zalee, brengende mede een jood, die als . .bi fad .uracn den stactkomr, nevens twee mooren , die na den haegh ftaet te vertrecken , de welcke van hier de prellnten voor den koning van marocco, in traftaet van vrede met;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/04/08/DDD_ddd_011224839_mpeg21/DDD_011224839_0007_articletext.xml;mooren;25;51;gekomen scheepjede propheet jonas genaemris alhier gearriveertmanquerende dagen zalee brengende mede jood die als fad uracn den stactkomr nevens twee mooren die den haegh ftaet vertrecken welcke hier prellnten den koning marocco traftaet vrede;4f71228a3ac63310dc7cb77944d34b93
moor;daer op fal maecken. men heeft noch geen advys van de aenkomlt van capiteyn matihieuw tot tanger, noch oock, dat den luyr. -cholfon van de mooren aldaer gcreverteert is , maer wel dc continuatie, dat den admirael herbcrt na algiers is gegaen.;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/04/15/DDD_ddd_011224842_mpeg21/DDD_011224842_0004_articletext.xml;mooren;25;42;daer fal maecken men heeft noch geen advys aenkomlt capiteyn matihieuw tanger noch oock den luyr cholfon mooren aldaer gcreverteert maer wel continuatie den admirael herbcrt algiers gegaen;0adb21b3217e03ce162e9f5aaeb410b2
moor;nederlanden vlisfingen den 4 mey. heden zijn uytgezeylt capiteyn mei stevenfz., capiteyn abraham dc vlaming. schipper pietcr verdieften willem de moor, alle geladen met granen per liflabon, cadix,scc. morgen lullen noch volgen cap. pietcr van coctlicm, capit. robbert matthijfz., capit. pietcr mevfter ,cn schipper pieter hlinck,;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/05/08/DDD_ddd_011224851_mpeg21/DDD_011224851_0004_articletext.xml;moor,;20;46;nederlanden vlisfingen den mey heden zijn uytgezeylt capiteyn mei stevenfz capiteyn abraham vlaming schipper pietcr verdieften willem moor alle geladen granen per liflabon cadixscc morgen lullen noch volgen cap pietcr coctlicm capit robbert matthijfz capit pietcr mevfter schipper pieter hlinck;ec4297eb46b0b71bd5f323a4cb2e88a4
moor;van eiiguin heeft gegeven alfo de princefle van conty daeralskonio ginhe vanethiopien verfcheen, en in haer gevolgh een groote quantiteyt van jo nge natu urlijcke mooren , die me over al had opgefocht , en me silvere ketenen gebonden, hadde . de fel ve princefle veranderde oock wel fes mael van;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/03/04/DDD_ddd_011224824_mpeg21/DDD_011224824_0002_articletext.xml;mooren;25;51;eiiguin heeft gegeven alfo princefle conty daeralskonio ginhe vanethiopien verfcheen haer gevolgh groote quantiteyt nge natu urlijcke mooren die had opgefocht silvere ketenen gebonden hadde fel princefle veranderde oock wel fes mael;d509b31934c1c72578e728db611801c5
moor;alwaer fy twee huyfen in brandt geftooxken, en omtrent 100 pcrlonen, doch tmeeftendeel wijven en kindjeren, gevangengenomen, en oo flucks vee weg-gevoert hadden, op ha.er moor volgden ly waren eveu in het te rug keeren en eenen pxcbeck wis hacr acn voerder, foo dat ickaenftonts mijn volckeren in een linie lette;1683;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1683/03/27/DDD_ddd_011224834_mpeg21/DDD_011224834_0003_articletext.xml;moor;25;51;alwaer twee huyfen brandt geftooxken omtrent 100 pcrlonen doch tmeeftendeel wijven kindjeren gevangengenomen flucks vee weggevoert hadden haer moor volgden waren eveu rug keeren eenen pxcbeck wis hacr acn voerder foo ickaenftonts mijn volckeren linie lette;cad5a3701a1b90ed8ad2da0e65ceb696
moor;"en, is den 14 tot pleymuyden aengekomen, fonder eenigh vyantlijck scliip oinmoct te hebben., , soijdag wierden dr. shjrp, niemven acrtp- --ll biflchop vanjorek dr. moore,; biflchop van korwich ; dr. fouj ler, biirchop van gloclrcli er, cn biftcho vanto terboroujh , met degewoonelijclre ceretnoniea te st.mary lc ow geconfacreert;: pen";1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/07/24/DDD_ddd_011226573_mpeg21/DDD_011226573_0001_articletext.xml;"moore,;";25;51;den pleymuyden aengekomen fonder eenigh vyantlijck scliip oinmoct hebben soijdag wierden shjrp niemven acrtp biflchop vanjorek moore biflchop korwich fouj ler biirchop gloclrcli biftcho vanto terboroujh degewoonelijclre ceretnoniea stmary geconfacreert pen;8342f7e89a795563a00192354e4db249
moor;"zijn me ngereparetrt. : 7t . mentz den .voortfoo veel men uyt de franfle overlopers , van welcke heden 5 tambours der dragonders, onder een moor; arriveert zijn, verneemt, ftaet het,vyantlijcke leger tot haer weg? maxfeh getcct ca compagnie ecnig kktotteu cr - - : ; ij ; ij-;; . ;";1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/07/10/DDD_ddd_011226564_mpeg21/DDD_011226564_0003_articletext.xml;"moor;";25;51;zijn ngereparetrt mentz den voortfoo veel men uyt franfle overlopers welcke heden tambours der dragonders moor arriveert zijn verneemt ftaet hetvyantlijcke leger haer weg maxfeh getcct compagnie ecnig kktotteu;87f54b8706e45dcf28cfff1c8b0d83e3
moor;"conjungeerde eerfte en doen gingen fy met haer .3 roof .schepen he schip weder artacqaeren en van achteren ca van voorin yder mael meer,als 150 mooren, in schip oycr.; net gevechtduurde hart en obftinaet tot onnen-ondergang , wanneer de mooren,feer qualijck getra eert en met verlies vaa-over de 250 van de";1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/10/23/DDD_ddd_011226614_mpeg21/DDD_011226614_0001_articletext.xml;mooren,;25;51;conjungeerde eerfte doen gingen haer roof schepen schip weder artacqaeren achteren voorin yder mael meerals 150 mooren schip oycr net gevechtduurde hart obftinaet onnenondergang wanneer moorenfeer qualijck getra eert verlies vaaover 250;8257fefb5bb3e92d44ea4d2c9056372f
moor;vielen nachts alle 3 je maften buy ten boort, doordien het geheele want eo meeft al touwerk.geruinecrt was door tgefchuten demufquettery,en naderhant door her geweer,der mooren, die schip 4 mael ece nterr hadden,: fulkx tiende deweynigc gefonde matjoofen, 18 19 fterek want al de reft van de 82 eeters was doot;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/10/23/DDD_ddd_011226614_mpeg21/DDD_011226614_0001_articletext.xml;mooren,;25;51;vielen nachts alle maften buy ten boort doordien geheele want meeft touwerkgeruinecrt was tgefchuten demufquetteryen naderhant her geweerder mooren die schip mael ece nterr hadden fulkx tiende deweynigc gefonde matjoofen fterek want reft eeters was doot;87371f1d564def5b3a5ecbea5dd75d2e
moor;coninghs schip hernomen. van ccdix lchrijtt men,dat de hollantfe st.huijesvaertfer,de hoop op ecnt van beloften,door een algerieh verovert, door een gcnoutci met in dc zo mooren weder bemachtigt en tot cadix opgebracht is. van wert geadvifeert.dat de schippersymonpoeft rnet 3 andere ondcrconvoy behouden in de sont gekomen is : de hollanuc;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/10/09/DDD_ddd_011226608_mpeg21/DDD_011226608_0006_articletext.xml;mooren;25;51;coninghs schip hernomen ccdix lchrijtt mendat hollantfe sthuijesvaertferde hoop ecnt beloftendoor algerieh verovert gcnoutci mooren weder bemachtigt cadix opgebracht wert geadvifeertdat schippersymonpoeft rnet andere ondcrconvoy behouden sont gekomen hollanuc;7ab2ab5e3e3c99ecfa7ab8859bc8e38a
moor;abt en spaenflcn ondcrdaen te doen verkiefen het welk den woordigen abt, voorfiende, genootfaeckt heeft, een fchoone nieuwe karofle te doen maken en 4 treffclijcke mooren te kopen, om daer mede na vrinckrijck te ri jdenj meu werekt tol bergen onophoudelijk aea de nieuwe werckcn. omtrent cambron pafle ren en repaftlren;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/08/09/DDD_ddd_011226582_mpeg21/DDD_011226582_0005_articletext.xml;mooren;25;51;abt spaenflcn ondcrdaen doen verkiefen welk den woordigen abt voorfiende genootfaeckt heeft fchoone nieuwe karofle doen maken treffclijcke mooren kopen daer mede vrinckrijck jdenj meu werekt tol bergen onophoudelijk aea nieuwe werckcn omtrent cambron pafle ren repaftlren;6ff73ef2a205f6ad877141663ddf624f
moor;ook 12 standaerden,52 vanen en een tymbael gekregen, van de voorname vyantliikc dooden weet men behalven sr. ruth, mylord galloway, de brigadiereaikei en de colloncls moor baggot en morgan de namen noch niet. dublin den 28 july. eenigc schepen met wapfinen, ammunitieii en provifien arriveerden den 13 uyt tei felver tijt;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/08/09/DDD_ddd_011226582_mpeg21/DDD_011226582_0004_articletext.xml;moor;25;51;ook standaerden52 vanen tymbael gekregen voorname vyantliikc dooden weet men behalven ruth mylord galloway brigadiereaikei colloncls moor baggot morgan namen noch niet dublin den july eenigc schepen wapfinen ammunitieii provifien arriveerden den uyt tei felver tijt;7821d58d365f68022d66228e2a196718
moor;hare vanen in het velt van de voor-steden af tot aen iasjow : de arraeniers hadden haer ierlijckop de turcmc ie, ende : inmigeoo de moor fdie, wijs ekleet. koopluyden aten, isoftcrck, pracln igh iiytgedoffop moedige pierden : naer haer giiamjn de princcsfen : ettelijckc caroflen : vcclc grcoten : de;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/04/17/DDD_ddd_011226520_mpeg21/DDD_011226520_0003_articletext.xml;moor;25;51;hare vanen velt voorsteden aen iasjow arraeniers hadden haer ierlijckop turcmc ende inmigeoo moor fdie wijs ekleet koopluyden aten isoftcrck pracln igh iiytgedoffop moedige pierden naer haer giiamjn princcsfen ettelijckc caroflen vcclc grcoten;b3d5e8e7d8e9ddea281a66f6789de05e
moor;caddel en nicho las dealeen adjuuat farrel. van regiment van collonel charles moo re te voet. lnytenants collutnb duan en aicxandei roach cn vcadrich lougnlia moore. vaa regiment van sr. mauriceeuftasetevoet. : luytenanr morris pitzgerald. . van regiment dragonders vaa collonel simon luttrel. capiteyas john goughlan ea paniek warren. .105 dragonders;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/05/26/DDD_ddd_011226537_mpeg21/DDD_011226537_0003_articletext.xml;moore.;25;51;caddel nicho las dealeen adjuuat farrel regiment collonel charles moo voet lnytenants collutnb duan aicxandei roach vcadrich lougnlia moore vaa regiment mauriceeuftasetevoet luytenanr morris pitzgerald regiment dragonders vaa collonel simon luttrel capiteyas john goughlan paniek warren 105 dragonders;c6cbe2461eae561691b0f78cbe271611
moor;andere schepen, die het fecours in marzagonjcbiagt hebben, zvn op defe rivier terug gekomen, hebbende delelve srad van alle uoodfakolykhcden, eu tegens een acnlloot dct mooren van alles wel vooifieu.;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/06/21/DDD_ddd_010759057_mpeg21/DDD_010759057_0001_articletext.xml;mooren;25;30;andere schepen die fecours marzagonjcbiagt hebben zvn defe rivier terug gekomen hebbende delelve srad alle uoodfakolykhcden tegens acnlloot dct mooren alles wel vooifieu;388d131bc108e6ba0bc9d88eee3b1ce8
moor;"die lading behouden aengckomen. ;over het verkicle nvaneen lord provooft aefer svcut, waer toe veele frx- tendentcn zijn, kan men niet wel accorderen doch baltic moore fchijnt apparcnrlte tewe fen. . een schip meywapencn -amifninitie en eenig gefchut is uyt engelaiit in leith gearrivee rt.fr: - pleymuydcn den 19 juny. ;";1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/06/28/DDD_ddd_011226559_mpeg21/DDD_011226559_0002_articletext.xml;moore;25;51;die lading behouden aengckomen verkicle nvaneen lord provooft aefer svcut waer toe veele frx tendentcn zijn kan men niet wel accorderen doch baltic moore fchijnt apparcnrlte tewe fen schip meywapencn amifninitie eenig gefchut uyt engelaiit leith gearrivee rtfr pleymuydcn den juny;ac6306b18ee36bf94fc47fcc42469896
moor;luyteriantcon- , : doni een andere,cuytenanr,een cornet en 46 gemeene van de vyanderi doode en degens me silvere geveften en andere buyt bequam, kreeg luyt.collonel moore te sleibereen 230 ftucx groot vee, soo,schapen, 30 andere beeften en eenige mulcuetten , voo de rebellen ver- - . vaerdigt.4 yrfie spionnen heeft men;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/06/16/DDD_ddd_011226552_mpeg21/DDD_011226552_0002_articletext.xml;moore;25;51;luyteriantcon doni anderecuytenanreen cornet gemeene vyanderi doode degens silvere geveften andere buyt bequam kreeg luytcollonel moore sleibereen 230 ftucx groot vee sooschapen andere beeften eenige mulcuetten voo rebellen ver vaerdigt4 yrfie spionnen heeft men;1265dc0a05b25a515c2ce431909329d1
moor;: 1 - . 1 wsecken vaico dit hy lig dier 6p ia de vhckte lugds iet fienj. dat 750 spahis , veele tartaren ende mooren ic voorfchijn quaraenj maez nacr ccn hevig gevecht te rug gejaegt, en door de stadt tot , aen het cafteel met achterlating van veele duoden;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/03/10/DDD_ddd_011226502_mpeg21/DDD_011226502_0002_articletext.xml;mooren;25;51;wsecken vaico dit lig dier vhckte lugds iet fienj 750 spahis veele tartaren ende mooren voorfchijn quaraenj maez nacr ccn hevig gevecht rug gejaegt stadt aen cafteel achterlating veele duoden;336196732a2d031ebe87a9ac66dfd9b6
moor;"binnen konden wjjeken, hant; gemeen geiacckten, en haer alle na een hartrieckig ge vccht ten ge ; ; tale a3 7ab3oderbefteeno utfte spahis, afianen ks mooren ende tartaren met hare ofliciers afmaeckten ; dat de klcyn pooit, die van yler was, door de onfe verbroken eo de een andere van hout";1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/03/10/DDD_ddd_011226502_mpeg21/DDD_011226502_0002_articletext.xml;mooren;25;51;konden wjjeken hant gemeen geiacckten haer alle hartrieckig vccht ten tale 7ab3oderbefteeno utfte spahis afianen mooren ende tartaren hare ofliciers afmaeckten klcyn pooit die yler was onfe verbroken andere hout;2e745661c14b4fccf84cd19b51b3e53d
moor;van larache, volgens welke men 100 spanjaarden tegen 1000 moorfe .iavenfaluytwide len , en fullen de redeerende spaenfe gevangens van gemelde guarnifoen tegens gelyk getal mooren hooft vooi hooft uy tgewifle lt wotden. daer pau eerendagelyks veel troupen voor leger na cataionien. men fent met acfecouiiet coniiderable rcmite naer de nederlanden.;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/03/29/DDD_ddd_010634003_mpeg21/DDD_010634003_0001_articletext.xml;mooren;25;51;larache volgens welke men 100 spanjaarden 1000 moorfe iavenfaluytwide len fullen redeerende spaenfe gevangens gemelde guarnifoen tegens gelyk getal mooren hooft vooi hooft tgewifle wotden daer pau eerendagelyks veel troupen leger cataionien men fent acfecouiiet coniiderable rcmite naer nederlanden;916514192a4fcc965cb3274efdedfa30
moor;over het tratvtcnient .tm door het hof alhiei aengedaen. men fal hem dc boeken van den alcoran tet hand ftcllen en is mede gcaccotdeert 10 mooren tegens een spaens officier, vande 100 iulatache gevangen genomen, te uiflelcn, foo dat tegens de voornoemde 100 officiers, iasc mooren veiwilfelt fullen weiden.;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/03/01/DDD_ddd_010759055_mpeg21/DDD_010759055_0001_articletext.xml;mooren;25;49;tratvtcnient hof alhiei aengedaen men fal hem boeken den alcoran tet hand ftcllen mede gcaccotdeert mooren tegens spaens officier vande 100 iulatache gevangen genomen uiflelcn foo tegens voornoemde 100 officiers iasc mooren veiwilfelt fullen weiden;3b6386dd4a22ceab07ce08d387c6c7af
moor;"marly gegaenwas, zijnde minifiers in dcfe stadt eekonien. :iri het parleaent fetmen het proces tegens madame de tresnel met ernft voort ; een poftillon, een moor ende andere lackey we rden in de conchierge gevangen gehouden. fi den cardinaelo ttobohi meenen enigev dat, - ras hy in dit rijck lal komen.";1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/12/13/DDD_ddd_011226639_mpeg21/DDD_011226639_0002_articletext.xml;moor;25;51;marly gegaenwas zijnde minifiers dcfe stadt eekonien iri parleaent fetmen proces tegens madame tresnel ernft voort poftillon moor ende andere lackey rden conchierge gevangen gehouden den cardinaelo ttobohi meenen enigev ras dit rijck lal komen;b8a99c1581b54f3f1b0ce5dd9e891bcd
moor;de minifiers in dcfe stadt eekomen. in het parlement fetmen het pro: ces tege ns madame aa tresnel me ernft voort : ben poftillon, een moor eride een andere lackey werden in de conchierge gevangen gehouden. pe cardinael ttobo ni meenen nige, dat, 100 rashy begint te vo yagere in dit;1691;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1691/12/13/DDD_ddd_011226638_mpeg21/DDD_011226638_0002_articletext.xml;moor;25;51;minifiers dcfe stadt eekomen parlement fetmen pro ces tege madame tresnel ernft voort ben poftillon moor eride andere lackey werden conchierge gevangen gehouden cardinael ttobo meenen nige 100 rashy begint yagere dit;5efbc0cebd3941bcca90f3bd600641b7
moor;wel voor reeckening van de conincklijcke schat-kift gecoo tinueert weiden. het gerucht loopt, hoewel aen de lekerheyt getwijffelt weidt, dat eu gouverneur van oran 700 mooren tot slaven gemaakt loude hebben. tegenwoordigh , terwijl don emanuel de lira metdenconingh het vervaardigen van algemeene depefches aerneemt, en,om de hitte van den dag;1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/08/24/DDD_ddd_011225493_mpeg21/DDD_011225493_0002_articletext.xml;mooren;25;51;wel reeckening conincklijcke schatkift gecoo tinueert weiden gerucht loopt hoewel aen lekerheyt getwijffelt weidt gouverneur oran 700 mooren slaven gemaakt loude hebben tegenwoordigh terwijl don emanuel lira metdenconingh vervaardigen algemeene depefches aerneemt enom hitte den dag;226b1730c34d5fbe015aa16ae784f718
moor;den conful, dan den inhout weet men noch niet, hoewel gefegr wetr, dat degantfe fransfe zee at made noch omtrent zalee lbuiie krayffen , londerdatdie mooren baer latisfaftie gejcven hebben : item arriveerde van genoua een ans schip met stuck goederen. den en 2 arriveerde uvt de straet den hollandtfe schout;1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/08/03/DDD_ddd_011225484_mpeg21/DDD_011225484_0006_articletext.xml;mooren;25;51;den conful dan den inhout weet men noch niet hoewel gefegr wetr degantfe fransfe zee made noch omtrent zalee lbuiie krayffen londerdatdie mooren baer latisfaftie gejcven hebben item arriveerde genoua ans schip stuck goederen den arriveerde uvt straet den hollandtfe schout;8d07000df2845a4d1968abbf71f39816
moor;": jolin tucker, via sheptcm mallet : benbe , var , alisbeerc : .john greenway,van crewkern : thomas skinner,van dawlif , eiq; joiin, alias robcrt moor, van haychurch : ,wil- - ji.ua way, van cotnbe . nicolas : ro bert huckcr, van taunton , . ks 7 . penny , van";1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/04/02/DDD_ddd_011225376_mpeg21/DDD_011225376_0010_articletext.xml;moor,;25;51;jolin tucker via sheptcm mallet benbe var alisbeerc john greenwayvan crewkern thomas skinnervan dawlif eiq joiin alias robcrt moor haychurch wil jiua way cotnbe nicolas bert huckcr taunton penny;120c00fb8f94fbcb006b5634e7c7b9d9
moor;en een half elturcks machaey , root cn groen : 1 zyde machaey , root en fwart : lap fwart moor en een donckrr couleurde moor. die dcfe go ederen voorkomt, relict ! fxg adrefletcu aen de knecht van lakenkopets gilt, tot haerlcm, fal een vereering genieten. in gravenluge.hy barent beeck.boeckveikoper.is;1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/12/05/DDD_ddd_011225626_mpeg21/DDD_011225626_0006_articletext.xml;moor.;25;51;half elturcks machaey root groen zyde machaey root fwart lap fwart moor donckrr couleurde moor die dcfe ederen voorkomt relict fxg adrefletcu aen knecht lakenkopets gilt haerlcm fal vereering genieten gravenlugehy barent beeckboeckveikoperis;b19fe119a7ed25d7b24e113083e7bc59
moor;haeyc hermans, jochim timmerman , jacob claeffen , siebrant haskcs , pieter janfz. velihocn ert isbrant imkcs. den 12,douweminnes,jo chum hentun.cornelis carftens cn jooft de moor. den 13 , pjete janfz! poeit, ploris luytjens , douwe jacobs, slplic claeli en , jacob jclleis , ariaen pieterfz. muller, dirck pieterlz. koficr, clacs;1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/11/26/DDD_ddd_011225622_mpeg21/DDD_011225622_0004_articletext.xml;moor.;25;51;haeyc hermans jochim timmerman jacob claeffen siebrant haskcs pieter janfz velihocn ert isbrant imkcs den 12douweminnesjo chum hentuncornelis carftens jooft moor den pjete janfz poeit ploris luytjens douwe jacobs slplic claeli jacob jclleis ariaen pieterfz muller dirck pieterlz koficr clacs;deab1b5e2f3a154bcf9e5af82b89c492
moor;"vcidrijven, niet bereyeken : turcken cwoinmen uyi offen na eylandt st. mugariet; eene,een moor,lalreerde gg inaer andere wiert gevangen, hier ingebracht en rapporteerde, dat de moor brieven van den commandant aen : primo by lig had, waer in dc felvefeer be veeghlijck omine secours aenhout, met byvoeging, dat hy geen apparcntie";1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/09/10/DDD_ddd_011225500_mpeg21/DDD_011225500_0002_articletext.xml;moor;25;51;vcidrijven niet bereyeken turcken cwoinmen uyi offen eylandt mugariet eeneeen moorlalreerde inaer andere wiert gevangen hier ingebracht rapporteerde moor brieven den commandant aen primo lig had waer felvefeer veeghlijck omine secours aenhout byvoeging geen apparcntie;2643549285e8c2c47e71b45e551f01e1
moor;gelijcken te doen wijeken dat men advys bevonxn had, dat den primo vizir, foo dra hem de brief van den bafla van offen door den moor overgelevert wassen hy daer uyt verftaen had, dat de stadt, fonder fpoedig secours, by gebreck van volck lig foud moeten overgeven, beflotcn heeft, het ontfet,;1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/09/10/DDD_ddd_011225500_mpeg21/DDD_011225500_0002_articletext.xml;moor;25;51;gelijcken doen wijeken men advys bevonxn had den primo vizir foo dra hem brief den bafla offen den moor overgelevert wassen daer uyt verftaen had stadt fonder fpoedig secours gebreck volck lig foud moeten overgeven beflotcn heeft ontfet;2ad655f270cb038bbd2112446f733809
moor;ftaen te weiden. oock wil men mede dat den lord ralph montague, in ambaflade na vranckiijck ftaet te gaen. heden wierdt dc anilletye-compagniedoor sir john moor, tot barnes geexeiceert.hare majefteyt de koninginne quam heden van windfor in defe ftadt.;1686;/data/groups/trifecta/jiaqiz/downloaded_zip_delpher/kranten_pd_16xx/1686/09/10/DDD_ddd_010758995_mpeg21/DDD_010758995_0002_articletext.xml;moor,;25;39;ftaen weiden oock wil men mede den lord ralph montague ambaflade vranckiijck ftaet gaen heden wierdt anilletyecompagniedoor sir john moor barnes geexeiceerthare majefteyt koninginne quam heden windfor defe ftadt;408fb2500fa54af1896fcec5123ffc1f
